Clean tweet,L,absPolarity,sentiment_polarity,sentiment_subjectivity,tweet,url,and,all,love,just,drunk,is,am,as,at,have,in,go,still,your,for,that,when,to,got,you,was,be,we,do,get,fuck,not,amp,with,he,a,on,last,like,of,up,this,night,the,think,are
 i need to get you pregnant,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I cant stand being around pregnant ppl they b actin out and sweaaaar its for a reason n they talk about how much they hate the bby daddy,False,0.09,-0.09,0.53,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
  I think shes pregnant  LMAOOO Idc why tf she open her fucking legs,False,0.02,0.02,0.6,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1 bitch I aint tired of fucking is tho world Gotta fuck till pregnant cant lift bank account needcrain and tho other well,False,0.24,-0.24,0.59,,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
 I think shes pregnant ,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Its crazy to think last yr I went to see  with  and was secretly pregnant This year Ill be at home with my baby,False,0.06,-0.06,0.49,,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
 I didnt scream out someone elses name during sex I was just thinking of baby names in case you get pregnanthehe,False,0.42,0.42,0.5,,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
 When I hear a learner has fallen pregnant from a teacher Im reminded that exposure to pregnancy is also exposure to HIV ,False,0.21,-0.21,0.75,,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
 I didnt scream out someone elses name during sex I was just thinking of baby names in case you get pregnant Omg ,False,0.33,0.33,0.5,,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
 whats your point  Its instagram amp I wish you would try something while I pregnant quit playing with me ,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Princess Kate I Sometimes Forget Im Pregnant  via ,False,0.33,0.33,0.5,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Why did you throw your tampons awayBecause im pregnant,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I was also partying with a pregnant girl in Oceana like what the fuck,False,0.03,-0.03,0.55,,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
 So this is a pregnant guinea pig  ITS A FURRY BALLOON I CANT,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Appaz I look pregnant cheers you wanker,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yammouni Im pregnant ure the father,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Every single guy we were with thought I was a cat whisperer They asked me to find out if their cat was pregnant,False,0.13,0.13,0.36,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Any pregnant women out there that have unwanted stretchmarks and would like to get rid of them ,False,0.33,0.33,0.5,,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
A man with a bun looked me in the eye and now I think Im pregnant,False,0.33,0.33,0.5,,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False
 lmaooooo try being in the relationship Im in it gets like that Im pregnant and aggravated 247 ,False,0.33,0.33,0.5,,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
I wouldnt be surprise that time will come your favorite will go home crying back to your arms saying Im pregnant ,False,0.16,0.16,0.53,,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
  Bolin Its an expression Plus Im pregnant WITH TWINS AND I CANT KEEP MY CALM,False,0.35,0.35,0.63,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
 remember when he tweeted Im pregnant  lololol,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Either eating Swiss Rolls every night before bed has made me gain all this weight or Im pregnant,False,0.33,0.33,0.5,,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
keep having these weird dreams that Im pregnant,False,0.08,-0.08,0.75,,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 Going from finding out Im pregnant to the kid being around 5 years old,False,0.22,0.22,0.35,,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
I got text says Im pregnant,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Keep being sick and now my whole family is convinced Im pregnant,False,0.06,-0.06,0.59,,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
If I look even half as good as MrsJackson does when Im pregnant I will truly be blessed cause that bitch look fine as hell,False,0.32,0.32,0.44,,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 lol srsly I look like Im pregnant but I just eat a lot of burgers and fries,False,0.57,0.57,0.6,,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
so if i really look like this teacher that means Im gunna look cute when Im pregnant too ,False,0.34,0.34,0.57,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
Just puked my guts up on Clapham Common Ive allowed a friendly Samaritan to assume Im pregnant instead of admitting how fucked I got,False,0.05,-0.05,0.55,,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False
I can barely see my belt I think Im pregnant ,False,0.19,0.19,0.3,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
When you see it  I can barely see my belt I think Im pregnant ,False,0.19,0.19,0.3,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Almost 9 Months Pregnant And This Super Model Still Has Six Pack Abs  The Herald ,False,0.33,0.33,0.58,,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Even tho it was frustrating that it took few months for us to get pregnant Im glad shes coming when she is,False,0.06,0.06,0.63,,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nicki Minaj is pregnant for Meek Mill Already Lol  ,False,0.57,0.57,0.6,,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Havent had stir fry since before I was pregnant  it was a major food aversion during pregnancy ,False,0.2,0.2,0.5,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
San Antonio Tx Animal Control Stop killing pregnant animals amp aborting litters while space amp fosters  via ,False,0.33,0.33,0.5,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Am I the only one who cant stand all the pregnant belly photos Stop it Its gross We all know whats in there,False,0.11,0.11,0.5,,0.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Pregnant Granny ant click annotationsDrunk Off Liquor Chocolates  Funny ,False,0.29,0.29,0.75,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Failed Biology  Never been pregnant before   name a symptom of pregnancyDjInstinctHelloSharenobscom,False,0.08,-0.08,0.4,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
Kidding I wanna get pregnant in the summerearly fall so I can still ride rides at Disney world in October ,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
 Aare you pregnant his eyebrows raise and he leans up slightly to watch her,False,0.12,0.12,0.33,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
  is your sister pregnant yet,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Been with your boyfriend 6 months amp youre already engaged and pregnant dunt mess about,False,0.08,0.08,0.34,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Looking at Jens earlier tweet my guess is Danneel is pregnant again amp he told Misha during the sunset contemplating his life on the horizon,False,0.17,0.17,0.5,,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
 I got to he somehow got pregnant twice despite being completely male and my eyebrows perked up,False,0.17,0.17,0.3,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
 ur pregnant,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A pregnant female shouldnt have to deal with as much bullshit as she does and its really starting to piss me off,False,0.13,0.13,0.24,,0.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
 WTF Im 13 minutes pregnant   ,False,0.08,-0.08,0.75,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
  Awesome post My daughter who has JIA experienced what doctors called the honeymoon phase while she was pregnant,False,0.74,0.74,0.8,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
28 Faces All Pregnant Women Will Recognise ,False,0.33,0.33,0.5,,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 you look so cute im pregnant,False,0.42,0.42,0.75,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
  Think youd be interested in our new blog on benefits of multiple micronutrients in pregnancy ,False,0.13,0.13,0.32,,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
 Cant wait for my son  I know you aint pregnant ,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Why is his weird ass going around saying if he ever fuck he gone get me pregnant like tf die,False,0.19,-0.19,0.7,,0.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
 did you get pregnant in your dream,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 Why is his weird ass going around saying if he ever fuck he gone get me pregnant like tf die,False,0.19,-0.19,0.7,,0.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Being pissed off when youre pregnant makes you sick to your stomach ,False,0.19,-0.19,0.68,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Thats it Im getting pregnant Sign me up for the free shit,False,0.18,0.18,0.7,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
I dont think Im supposed to be this stressed out or busy 9 months pregnant But shit gotta get done Right So I have to do everything,False,0.13,0.13,0.53,,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Pregnant fit model Sarah Stage to body critics Its hard enough to be pregnant    she uses make up amp angles,False,0.17,0.17,0.49,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
  Study confirms 2013 Nutrition Series findings on benefits of multiple micronutrients during pregnancy ,False,0.0,0.0,0.0,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
I wish one of my friends was pregnant so I can go to a baby shower I only want the cake ,False,0.17,0.17,0.75,,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
I was never pregnant before,False,0.17,-0.17,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
haddad  Think youd be interested in our new blog on benefits of multiple micronutrients in pregnancy ,False,0.13,0.13,0.32,,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
Photo cuckoldrealhubby Fuck my wife you fucking Nigger make her pregnant Cum deep inside her and let ,False,0.12,-0.12,0.57,,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 EaTPIE you crazy pregnant pussy is blessed,False,0.13,-0.13,0.7,,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pregnant and Fabulous Tamera MowryHousley Shows off Her Maternity Style  via ThePublicist,False,0.42,0.42,0.75,,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I have a pet cat called Bella Shes like a daughter to me and I skipped The Talk coz now shes pregnant yet shes barely a 8 months o ,False,0.19,0.19,0.3,,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
Ill never fade a party big and pregnant that shit so rachet to me,False,0.04,0.04,0.47,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
This nigga dumb  gone ask me what Im drinking today he tryna turn up Fool I am pregnant ,False,0.02,-0.02,0.5,,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
 I might be pregnant b these stomach pains aint going anywhere ctfuuu,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 Everybody pregnant  Not Us,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
   Hankey Wife pregnant and celebrating with Misha Oh NO Wont someone think of Jared,False,0.42,0.42,0.5,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
 Baby You Know Im Pregnant Please STOP Tryna Be Funny Like iSaid What Class You In Me ampamp Chyna On The WAY BABY IM TIRED OF YU TLKN,False,0.06,0.06,0.73,,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False
They have a pregnant lady hosting Sports Center Ok equal rights go back to Lamaze class,False,0.15,0.15,0.27,,0.0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Put that much weight on I could pass for being pregnant,False,0.2,0.2,0.2,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Nicki Minaj is pregnant for Meek Mill Already Lol ,False,0.57,0.57,0.6,,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A what looked like pregnant woman smoking just yelled at me at southeasy for no reasonIm sorry what,False,0.08,-0.08,0.75,,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
A Doctor Weighs in on Whether This EightandaHalf Months Pregnant Womans SixPack Is Unhealthy ,False,0.03,-0.03,0.6,,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
I wonder where the girls are that bullied me in elementary school One of em got pregnant in middle school Crazy crazy,False,0.11,-0.11,0.64,,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
A woman is 8 and a half months pregnant and has abs and looks better than I ever will ,False,0.22,0.22,0.39,,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
 because I enjoy work  and Im not pregnant like you ,False,0.12,0.12,0.5,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Did you cry when your side chick got pregnant,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ok no one answered whos baby that is Im so confused I dont think anyone in my family was pregnant so,False,0.14,0.14,0.57,,0.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
 I want some baked hot Cheetos a big red and sweet tarts candy cravings af omg  youre pregnant,False,0.19,0.19,0.42,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Pregnant or nah,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Is Nicki Minaj Having Meek Mills baby ,False,0.0,0.0,0.0,,1.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I lost it at pregnant  she went in after that ,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
No one is bashing you bc youre pregnant People are bashing you bc you got pregnant with your side man calling OTHER girls sluts,False,0.18,0.18,0.46,,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
 why  does liking delicious food make you pregnant  if so I need a test as well,False,0.67,0.67,0.75,,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
  WTF Im 13 minutes pregnant    MoetMakeEmSay  1158 sure ,False,0.11,0.11,0.8,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Teens Nowdays smokingdrinkingpregnantdrugs Me twitterfoodstudysleepGod,False,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Im pregnant just kidding pin,False,0.33,0.33,0.5,,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 and pregnant,False,0.33,0.33,0.5,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
According to the media Bey been pregnant for 3 years Rihanna been pregnant for 5 years and Nic been pregnant for 13 months but ok,False,0.38,0.38,0.5,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
EVERYONE I KNOW FROM MIDDLE SCHOOL IS GETTING PREGNANT OR MARRIED WHATS HAPPENING I STILL DONT KNOW HOW DRIVE TO SMYRNA WITHOUT GETTING LOST,False,0.19,0.19,0.25,,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Side chicks get pregnant everyday b Youll be aight,False,0.07,0.07,0.55,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Everyone and their mother is pregnant and Im over here like fuck kids,False,0.03,-0.03,0.55,,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
 Raza ny bhe or 3 4 or bando ny bhe Talent sy pregnant tha ma tu ,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Black amp Latina teens 2x as likely to become pregnant than their white peers   TeenParenting,False,0.04,0.04,0.48,,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Nicki is pregnant every year according to the media ,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
