sentiment_polarity,sentiment_subjectivity,absPolarity,Clean tweet,L
-0.5,0.75,0.5,Try to walk out the see looking like a bond girl Look like you just tried to drunk fight the kraken,
0,0.68,0, shes drunk,
0,1,0,drunk on love,
-0.5,0.58,0.5,Im tryna be drunk and skinny,
-0.35,0.41,0.35,Youre drunk you just saying shit,
-0.13,0.75,0.13125,Just realized the only pictures I have on my phone are drunk selfies that I will never post and pictures of other peoples pets Im wild,
-0.25,0.74,0.25,Laurens drunk and hittin dem deep relatable tweets rn,
0.05,0.61,0.049553571,Ima be honest im a little bit drunk right nowquote from group member during our college speech project skype ,
-0.5,0.75,0.5,been drunk for 4 hours now pick up the phone ,
0.02,0.68,0.02,Drunk sappy Beth but dear lort its nice to have a guy that isnt afraid to call you out on your shit and still be just Fucking great,
-0.5,0.1,0.5, Come get nunu man   she rl drunk ,
0.07,0.4,0.071428571,my bosswhat are you talking about i have emotions drunk thats my favorite emotion im working on it right now gonna get real emotional,
-0.5,0.58,0.5,Drunk Christmas coming up,
0.15,1,0.15, lol drunk Ive been sober for 3 weeks n whats it matter bruh u just as much a fiend my friend,
-0.07,0.5,0.066666667,Surfbort Surfbort I still jam the shit to Drunk in Love,
0,0.1,0,I just made nachos while drunk and naked This is what winning looks like without hiv,
-0.5,1,0.5,When Im drunk and cant sleep I just fantasise about getting kicked off my economics course,
-0.56,0.64,0.5625,I drunk a little juice today it was sooo freaking nasty ,
-0.5,1,0.5, i fuckin thought this was me and i was like tf covi ur drunk its 1015,
0,0.58,0,What the hell How come you cant taste vodka when its mixed with things IM SO DRUNK I DONT KNOW HOW,
-0.5,1,0.5,I need to take my drunk ass to sleep ,
-0.13,0.5,0.125,every time my momma gets drunk she cries  it be funny asf man,
-0.5,1,0.5,Not as drunk as I wanted to be but thisll do,
-0.41,1,0.40625,iNV  I mean Drunk History is a thing,
-0.5,1,0.5,What is it like to play Battlefront drunk,
-0.15,0.64,0.15,   Haha They 4got the drunk drug addict promiscuous garbage,
-0.5,0.67,0.5,get me v drunk or ill soon,
-0.5,1,0.5,Im drunk asl,
0.25,1,0.25,drunk dylan is the best person on this planet,
-0.5,1,0.5,It doesnt count if you were drunk Gale Mockingjay pt 2,
0.33,0.76,0.333333333,I was drunk as fck during that conversation lol Oops anyways good talk Nelson  AYTO,
-0.5,1,0.5,okk Im drunk,
-0.4,0.75,0.395833333,Just texted my teacher and told her she should get drunk because life is too hard,
-0.09,1,0.090625, Thanks for follow but kno I usually tweet drunk Your choice But I am not dumb,
-0.45,0.89,0.45,I dont always go to ihop drunk as fuck but when I do ,
-0.5,0.67,0.5,Im a get drunk tonight and ShootMyShot ,
-0.5,0.52,0.5,Its come to my drunk attention that i have the complexion of a flour tortilla ,
-0.63,0.75,0.625,Ohhhhh do you get drunk Oh yeah we all already knew that from your snapchats Oh and your tweet OH And your Facebook amp insta posts,
-0.13,0.53,0.125, go home youre drunk ,
-0.3,0.7,0.3,aPHIL drunk as hell busting it wide and click story instead of the person name,
-0.5,1,0.5,Lets get drunk and lick the liquor off eachothers lips,
-0.5,0.76,0.5,Drunk On Your LoveBrett Eldredge,
-0.5,0.52,0.5,Drunk sad and reading The Ascent by Ron Rash Where is my abandoned plane,
0.05,0.75,0.05,when youre walking on saint Catherine and you see a drunk guy climb over a car LMAO,
-0.5,0.53,0.5, can you imagine Every drunk Bugger would want to take a swing at him,
-0.5,0.7,0.5,These bitches drunk amp doodoo asf,
-0.5,0.59,0.5,Blaq wtf is tht Im drunk  how it go,
-0.05,1,0.05, I just care way too much anyway drunk or not Its bad lol,
-0.5,0.47,0.5,  I got drunk with Calum Hood because I was dared to MTVStars 5seconds of summer,
0,0.65,0,You know you need to be more drunk when you feel embarrassed in front of the roomies winewednesday,
-0.5,0.53,0.5,Davison  ohhh I thought you guys were referring to playing sports drunk,
-0.5,0.59,0.5,in the pdx getting drunk with my costa ricans hmu,
-0.5,1,0.5,Why am I drunk,
0,0.47,0,so Im fuvking drunk no fucks are given,
-0.56,1,0.5625,inLA Nothing wrong with that Just get drunk on a Wednesday Thats what I do ,
-0.5,0.6,0.5,o are you drunkare you on meth,
-0.5,0.53,0.5, and yes I am drunk bro bro,
-0.55,1,0.55,now im drunk and afraid wishing the world would go away whats the point of singing songs,
-0.63,1,0.625,Rage Guitar This Neon Joyenergizer Drink to Get Drunk xuuuuuuuuuuuuuuuusooooooooooooooo buen Party bro,
0.15,1,0.15, youre drunk go home lol,
-0.35,0.85,0.35,Moises Was Drunk Is Shit Lmfaoo,
-0.03,1,0.033333333, haha maybe a littleI can handle my alcohol though just doesnt take that much to get me drunk ,
-0.5,1,0.5,Ive been drunk for hours now,
-0.5,0.88,0.5,aint nothin wrong wit gettn a lil drunk we finna turn up ,
-0.5,1,0.5,   Yasssss I needs me some drunk snaps Lmaoo what you drinking,
-0.5,1,0.5, Drunk train,
-0.06,0.63,0.055555556, well have to take a better one when youre not super drunk ,
0.19,0.83,0.1875,  pretty sure I put it in whilst drunk Fixing it now love ,
-0.5,0.7,0.5,We drove to cali and got drunk on the beach got a motel and built a fort out of sheets,
-0.25,1,0.25,  work one day and a guy had grabbed her trying to make advances It was obvious he was drunk as he had reeked of liquor ,
-0.5,1,0.5,Swear my dads tryna get me drunk rn,
-0.5,0.95,0.5,Im drunk tho Ima get off ,
-0.5,0.88,0.5,time to get drunk no aight,
-0.2,1,0.2,It was my dads 50th bday today so naturally we got drunk together,
-0.25,1,0.25,weird how me playing drunk looks exactly like me on a date ,
-0.5,0.63,0.5,That moment you start listening to someone conversation and then their drunk smell hit you,
-0.15,0.83,0.15,Drink liquor like water gettin drunk too much,
-0.15,0.7,0.15,Really want to get drunk this weekend ,
-0.5,1,0.5,Bout to watch sum movies and get drunk,
0.5,1,0.5,CREED 2015 d Ryan Coogler Quite satisfying punchdrunk love,
0.06,0.8,0.0625, pretty sure she wrote this about giant fountain drinks But I get your point NYC is drunk with power,
0,0.9,0,Everything is better when your drunk ,
-0.5,1,0.5, Blake are u drunk,
-0.25,0.73,0.25,Getting drunk with a blue caterpillar,
-0.05,0.85,0.047916667,headcanon once jona got really drunk and called speedwagon sneepbeep and promptly laughed so hard he wet himself,
-0.5,1,0.5, the designated drunk driver ,
-0.45,0.48,0.45,hi im drunk and tired of life,
-0.15,1,0.15,Cat alcohol is legal and people are still drunk off it,
-0.19,1,0.190625,At a party and you want some free alcohol  Just tell people youve never been drunk ,
0.11,0.8,0.111111111,Cleaning up my contacts in my phone I start to see how social I am when Im drunk smh lol,
-0.5,0.82,0.5, I miss u and your drunk stories,
0,0.6,0, wanna go get drunk in a bar and sing AM at the top of our lungs,
-0.5,1,0.5,We all have that one friend who gets drunk and claims they are in neverland ,
-0.5,0.85,0.5,ill admit all i want to do is get drunk in silence,
-0.5,0.73,0.5,When you come home and your mom is drunk with all her friends in the living room ,
-0.5,0.85,0.5,Go home  weather API youre drunk ,
-0.11,1,0.107142857,Drunk right now so you know I meant it,
-0.5,0.48,0.5,She dont be getting drunk without me,
-0.22,0.7,0.21875,Everybodies drunk on UncommonSense lmfao its no other explanation ,
0.11,0.3,0.111111111,Ill be home in two and a half weeks which means Ill be drunk off my ass in about three happy fkn holidays,
-0.12,1,0.116666667,Being drunk is fun but drinking is not fun,
-0.42,1,0.416666667,Ive been drunk every night for the past forever Sorry life,
-0.08,0.82,0.084722222,Half of me is ready to start my life finish school and get married the other half is too drunk to know whats going on,
-0.5,0.82,0.5,Who needs to get drunk and drown their feelings,
-0.5,0.65,0.5,Radio I babysat your drunk ass you owe me ,
0,1,0,Jonah Hex is one of my favorite drunk movies,
-0.5,0.7,0.5,So what Im drunk,
0,0.3,0,drunk as hell doing our makeupbriar does this look okayIm not gonna lie to youoh well,
-0.26,1,0.2625,On God I never slept without the flat sheet even if I didnt use it this nigga drunk,
0.25,1,0.25,It was like the cop understood I was just a pothead n not drunk cause my car was HOT,
-0.5,1,0.5,Lets get drunk and forget what we did,
0.2,1,0.2, Drunk HAHA I heard that bullshit ,
-0.17,1,0.175,Flavored beer is nice butCastle lite lime is a waste coz you get drunk after 2 weeks Flying fish gives a fucked up hangover,
-0.06,0.82,0.0625,I dunno if its cause Im a little drunk but my TL is absolutely hilarious tonight,
-0.45,0.65,0.45,April 29th Im drunk as fuck,
-0.45,1,0.45,Im drunk and Im gonna watch Death Race 2008 Why the fuck not,
0,0.77,0,99 of ciarans stories start with I accidentally got really really drunk and I fucking love it,
-0.5,0,0.5,Drunk off that souljia slim,
-0.5,0.88,0.5,All my senses come to life when Im stumbling home as drunk as Ive ever been,
-0.55,0.5,0.55,Yupp Im drunk my tongue is numb ,
0,1,0, she gets piss drunk and sings at the top of her lungs regardless of what hour it is she leaves all the lights on 247,
0,1,0, 22 Drunk thats going to be you Maggie,
-0.16,1,0.157142857,jkl a sober  has shortcalled himself on odm rao for years a drunk tony is banished with a single jubilee slip,
-0.19,1,0.1875,Bitch DRUNK OR SOBER you cant whoop bee bitch ,
-0.5,1,0.5,Im drunk ignore me,
0,0.6,0,Two things only a man cannot hide that he is drunk and that he is in love,
-0.02,1,0.016666667,Remembering the first time I got drunk I drank straight Svedka Why,
0.15,1,0.15, you still drunk fam LOL,
-0.5,0.73,0.5,If dudes get drunk and some trans woman fucks them is that rape,
-0.5,0.77,0.5,Turnt up in this bitch drunk on that liquor,
-0.21,0,0.208333333,This couple next to us in the bowling alley is screaming at each other like drunk animals relationshipgoals,
-0.63,0.58,0.625, she keeps away giving the sternest face one can have while drunk Nu not Yet ,
-0.45,1,0.45,Fuck it Im getting beer drunk tonight,
0.25,0.8,0.25,i like things that last the feeling i get while i watch PunchDrunk Love doesnt leave after i watch it,
-0.25,0.9,0.25,Has Devon been drunk for like the last three episodes or what ,
-0.5,1,0.5,how am I drunk from 2 tall beers,
-0.5,0.6,0.5,my cousin just called me inside of roxys drunk ,
-0.15,1,0.15,I miss getting drunk and being really shitty at pokemon stadium,
-0.5,1,0.5, these contact names are so old I was drunk yet again while putting them in my phone I need to stop being drunk all the time ,
-0.5,1,0.5,This drunk guy basically confessed to murder and then told me I was his soulmate and gave me his number ,
-0.5,1,0.5,  drunk taking a test,
0.25,0.58,0.25,Uhoh Twitter Its that time of night where Im punchy and thinkin Im funny You might be in for an installment ofPUNCHDRUNK TWEETS,
-0.16,1,0.1625,Im a little bit drunk Shhh Dont tell Facebook  theyre very judgmental,
-0.23,1,0.231111111,somebody had they nasty ass lips on my Coke and don drunk it down i had way more drink left than this,
0,1,0,Drunk  oh TrishaC,
-0.25,1,0.25,Im drunk af at this conference with these white folk boy ,
-0.13,0.77,0.125,Jenna is so drunk its so funny,
-0.55,1,0.547916667,they say hard drinks are bad but myquestion is why people shoulddrunk if they know is bad ALDUB18thWeeksary,
-0.31,1,0.3125, Hmmm then maybe I SHOULD be trying to get you drunk Or my imagination needs to go further afield,
0.1,1,0.1,But then explain that you were an emotional drunk who sucked at dancing LOL,
-0.5,0.75,0.5, slurred speech Feeling the drunk affect,
0,1,0,Do you have any wedding horror stories Drunk uncle uninvited ex someone tried to stop it Share Photos of it even better,
-0.45,1,0.45,Fuck Im drunk and were taking bout dick and I need a nap,
-0.06,0.8,0.06,Shit yea this nigga drunk Ima go head n take a walk at the next red light,
0.02,1,0.025, Never fought a real fight in his life Never played sports Never served in the military Got drunk before a school play Oh ok,
0.33,1,0.333333333,Wine is just my favorite If you want to know the best version of me get me wine drunk Ill eat lots of hotdogs dance and hug everyone,
-0.05,1,0.05,Eventually your good Christian boyfriend is going to get tired of picking your drunk ass off the floor every weekend,
-0.5,0.77,0.5,Another day another drunk snap chat from Kevin,
-0.33,1,0.333333333,Sitting at a bar with my mom amp I overhear her telling a drunk man whos against interracial dating why I like black guys wut is this,
-0.13,0.2,0.125,But how did I get so drunk so fast when I know I have work at 5am ,
-0.28,0.75,0.28,today I had a drunk bus driver maybe he was high HE WAS SOMETHIN ILL TELL YOU THAT,
-0.13,0.87,0.133333333,When two people are drunk and they talking to you at the same time and you nowhere near lit gtgtgtgtgtgtgtgtgtgtgtgtgt,
0,0.75,0,I wanna get drunk and tell everyone how much I love them its been a while since Ive done that,
-0.5,0.53,0.5,Drunk on a Wednesday yup,
-0.5,1,0.5, lets get drunk and paintball my neighborhood,
-0.5,0.75,0.5,  equalshero I am drunk,
0.21,0.87,0.214285714,You guysdrunk me is so smart ,
-0.5,0.51,0.5,lets get drunk and have a night youll never remember and Ill be the guy youll never forget,
0.29,0.83,0.285714286,reading les mis fanfic instead of doing your hw is an acceptable thing to do in college right,
-0.5,0.53,0.5,I realized I tend to fight or hit someone when Im drunk ,
-0.5,1,0.5,Austin is literalllly SO drunk I am cracking up ,
-0.3,0.55,0.3, drunk white man singing church hymns behind me as I walked home alone literally why,
-0.25,0.55,0.25,was drunk last night and realized its christmas time again,
-0.5,1,0.5, she wouldnt be drunk on one shot of tequila justsaying,
-0.2,0.51,0.2, the man is punch drunk stupid amp actually thinks we are too  somewhere in his head he comes out on top of all this deathtollmeh,
0.05,1,0.05,drunk cookie is amazing,
-0.15,1,0.15,Going to work halfway drunk because you dont like the Ppl u have to deal with is a real struggle I swear Im just here for a check,
-0.17,1,0.17,montoya everytime i kick it with you guys i go home drunk and high smelling like strippers,
0.07,1,0.066666667, He laughed as he had just finished his fourth drink Feeling the drunk affect hitting him as well Yeah Well Lemon ,
-0.5,0.55,0.5,IM DRUNK BUT LOO K ,
-0.17,0.55,0.17,When youre trying to talk but your drunk ampamp high af,
-0.5,1,0.5,When youre drunk and instead of taking advantage of you he cradles you to sleep ,
0,1,0,Been drunk for 5 days and idk what to do with myl life besides drink more,
0.09,0.6,0.0875,  lol we dont even have to be drunk to react that way ,
-0.5,1,0.5,We should get drunk about it,
-0.5,0.7,0.5,mood drunk gays dancing in LA,
-0.3,0.53,0.3,Colorado State Patrol 38 Sheep Killed in HitandRun Crash State Patrol Woman was driving drunk when she hit killed 38 sheep in s,
-0.15,1,0.15,Hold On Nigga Im TrippinDrunk a Whole Thing Of Lean Im TrippinWith My Girl Bestfriend Im Trippin,
-0.17,1,0.166666667,CardMonty America remember George Costanza trying to find black friends ,
-0.5,0.9,0.5,The fact that I dont have any nigga to call after my drunk nights with bestie ltltlt ,
-0.11,1,0.1125,I love booze Booze loves me Holy shit I have to pee Im so drunk I fall on the floor Im a alcoholic dinosaur,
0.25,1,0.25,drunk history is legit the greatest concept for a tv show ever,
-0.5,0.75,0.5, I was probably drunk,
0.07,0.85,0.066666667,That woman is me lmao I drunk dance when Im sober lrt,
-0.08,1,0.083333333,Its going to be a fun night Just an excuse to drink Were going to get drunk amp paint amp make life size lollipops amp cook amp have a bonfire,
-0.5,1,0.5,Missed calls and drunk texts,
-0.18,1,0.18,Smoke a Whole Pound Of Green Im TrippinDrunk a whole Thing Of Lean Im TrippinFucked around done popped me a beanIm Trippin,
-0.45,1,0.45,Kenny behind the bar tonight might go get drunk,
-0.5,1,0.5,I CANT HOLD UR HAND UR DRUNK  my mom,
-0.5,1,0.5,lala14 drodro and the dog is officially drunk and starts throwing up,
-0.5,0.9,0.5,Drunk stressful night ,
0.03,1,0.027272727,I just wanna go back last new years at annas party drunk af with the people i love,
0.38,0.9,0.375,The person you think about when you highdrunk most likely the person you love most,
-0.13,0.73,0.125, facetiming kayla and jessie joins first thing she says ivy r u drunk,
-0.5,1,0.5,Let me drunk dump in peace ,
-0.35,1,0.35,Theres this underground bar I like going too since everyone is drunk as shit and youre just like yeah,
-0.5,1,0.5,text all the females in your phone im drunk see who responds amp shoot your shot,
-0.5,0.44,0.5,Storm  call out Ill get you drunk,
-0.46,0.58,0.458333333,You look like that girl from The Breakfast Club if she was drunk My dumb ass fianceIm not even drunk ,
-0.5,0.8,0.5,Drunk History gives me life,
-0.5,0.9,0.5,Now Im all in my feelings drunk and on the verge of tears Greeeeat,
0.25,0.73,0.25,im not drunk at all MTVStars 5 Seconds of Summer,
-0.15,1,0.15,I drunk that whole daq,
-0.67,1,0.666666667,When youre playing kings amp make the categories Bieber Songs but were so drunk and fail miserably ,
-0.5,1,0.5,Call yo friends and lets get drunk ,
-0.5,0.44,0.5, we can get drunk tm and go,
-0.31,1,0.3125,What if two people get drunk at a bar and one identifies as a woman and the other identifies as a dinosaur,
-0.21,0.73,0.215,  NHL All Star Game changes no more NHL superstars drafting each other while drunk Haha,
0,0.55,0,I remember when I pulled a pube out scratching and got a bump a couple days later and webmd told me I had syphillis I almost fainted,
0.25,1,0.25,seeing you in person for the first time not drunk literally broke my heart so i think i need a drink,
0.1,0.58,0.1,Christina Aguilera a good damn drunk but lord her voice,
-0.5,1,0.5, get you drunk ,
-0.5,1,0.5,From nervous touch and getting drunk to staying up and waking up with you ,
0.6,1,0.6,diane America Yes  Thats Bernie Isnt it ironic that Larry David was a writer for Seinfeld amp he plays Bernie on SNL LOL,
0.43,1,0.433333333, I knew this would be the emoji you chose for some reason lol but I found out your really chill your fun asl too just not when your drunk,
-0.36,0.73,0.36,Me realizes my husband is basically a giant puppy when hes drunkMe realizes just how much this explains about our relationship,
-0.5,0.55,0.5,Why are my friends getting drunk on a Wednesday night Go to sleep you got class in the morning,
0.25,1,0.25,Lol  the fact I just got a text saying that my whole family is out partying amp drunk on a Wednesday  okay den fam ,
-0.17,0.9,0.166666667,Physics makes so much sense when Im drunk cause I be hurlin objects around my room balancing shit testin inertia no holds barred,
-0.22,1,0.222222222,In writing a Ham4Heelys fic Ive decided drunk Burr would definitely just place his hand over Hamiltons mouth when he will not talk less,
-0.23,0.7,0.228571429,I feel so bad for being rude and short with my mom bc shes drunk and wants to be my bff but her being drunk just annoys me so much I cant,
0.07,0.7,0.066666667,Drunk text your parents how much you love them  they appreciate it,
-0.31,1,0.3078125, the very little I understand about adulthood has lead me to the conclusion that everyone is usually at least a little drunk,
-0.35,0.85,0.35,Im about to be drunk as shit,
-0.45,1,0.45,I show up drunk  and I dont give a fuck ,
-0.3,1,0.3,DimeMiloko Colorado State Patrol 38 Sheep Killed in HitandRun Crash State Patrol Woman was driving drunk when she hit killed ,
0.38,1,0.375529101, happy birthday beautiful girl Hope ur 21st is amazing and youre super drunk right now I love n miss u so much ,
-0.55,0.67,0.55,Its Wednesday and Im way too drunk to taste this chicken,
-0.25,0.95,0.25,I always start with people when im drunk  sorry not sorry,
-0.17,1,0.17, I dont get drunk so that rules that out and i dunno about high sex but I shall try it soon,
-0.5,1,0.5,20    shut yo drunk ass up and throw that ass,
-0.5,1,0.5,For my birthday Im going to the Gold Room and getting really drunk off their five dollar deal,
-0.5,0.83,0.5,I should have been drunk by now,
-0.25,0.9,0.25,Everyone look out  is drunk and its only Wednesday ,
-0.03,1,0.033333333,Rebelle best case you get drunk and feel better Worst you black out and wake up in the bath tub,
-0.5,0.77,0.5,After all that pain she leaves me with He had drunk 3 glasses of water ,
-0.34,1,0.34375,no I aint drunk okkkk maybe I do have a little buzz ,
0.01,0.8,0.0125,Who am I kidding drunk natums buys exactly what sober natums wishes he could buy but is too much of a pussy to pull the trigger,
-0.5,1,0.5,drunk off your kiss  life turns sideways,
-0.5,0.63,0.5,Anybody Wanna Get Drunk  ,
-0.29,1,0.285714286,I once attempted to date a woman who didnt drink That was hell I couldnt have a single drink without being told I was drunk,
-0.5,0.67,0.5, Have to mate cant go to a school thing drunk,
-0.38,0.95,0.375,If I dont drunk snap you on the weekends then we Aint shit I dont like you,
-0.5,1,0.5,Im gonna get drunk and go on tumblr for the rest of the night,
-0.2,1,0.2,Why do drunk girls be so loud,
-0.5,1,0.5, Well yeah I would Not to the point of getting drunk though,
0.11,0.47,0.1125,I tell my mom things about me being drunk as if thats normal Lmao I really want to know these things Jordan complete sarcasm,
-0.5,1,0.5,gaddy boi u drunk,
0.13,1,0.125, She laughed at him as he stumbled nearly spilling her cocktail It didnt take much to get her drunk,
0,1,0, this is maybe the most unimaginative offense weve ever seen under Casey Is he drunk,
-0.43,0.6,0.433333333,This shit crazy and im drunk rip gma,
-0.54,0.73,0.542857143,Like I would have a single beer and if I tell a stupid joke she said it was being Im drunk No Its because Im a stupid joke lover,
-0.5,1,0.5,also that 1 buzzfeed video when they got the girls drunk and gave them puppies made me cry,
-0.5,1,0.5,her amptabias got me drunk ,
0.1,1,0.1,This was Halloween I was really drunk and she didnt even care She took care of me like a good mama bear ,
-0.5,0.65,0.5,Ion drunk,
-0.5,1,0.5,Now I wanna get drunk with some friends and watch star wars,
0.05,0.4,0.05,9 months amp 2 weeks without eating meat Im drunk and just has 2 bites of a pepperette lmao moment of weakness,
-0.5,0.5,0.5,When your ex hits you up saying he misses you and you ask if hes drunk and he gets all salty because you asked that ,
-0.5,1,0.5,Drunk again,
0,1,0,Bae Come overMe I cant I have hockeyBae Im home alone ,
-0.6,1,0.6,I have a really painful bump on my head from where I smashed my head into the kitchen counter trying to make dinner drunk,
-0.5,0.47,0.5,I think thats the drunk eye not the seductive eye ayto,
-0.25,1,0.25,Lindsay Paris and Britney getting drunk and fighting bitches together I can only imagine it,
-0.5,1,0.5,I remember being drunk and really sad one night so I made spaghetti at 3 in the morning,
-0.28,0.8,0.275,When n95 gets drunk and sends ya videos on Snapchat that end up being 74 seconds long gettinsilly,
-0.5,0.5,0.5,I wanna be drunk when i wake up ,
-0.25,1,0.25, need a visual for maria im drunk asap,
-0.11,0.4,0.107142857,were drunk so its the right time,
-0.13,0.5,0.125,Fact check I only have one lazy eye and you can only tell when I am drunk So give me back my kraken and dignity back please,
-0.5,1,0.5, I meant drunk history smh,
-0.5,1,0.5,lets get drunk with daisy,
-0.25,1,0.25,You know that one drink that gets you too drunk and you wanna take it back,
0.25,0.8,0.25, which song off your album do you think is best to be drunk to soapxtrainingwheels,
-0.2,0.77,0.2,My friends are so drunk that Im convinced Im soberWildWednesday,
-0.19,1,0.188, you dont need a man that wastes his life getting high amp drunk everyday bc hes just a waste of time,
-0.65,1,0.65,I hate talking to my parents while being drunk man,
0.8,0.79,0.8, never again lol,
-0.5,1,0.5,Im driving in a stolen truck and Im prolly fucking drunk ,
-0.15,0.53,0.15, oh god hahaha it was a drunk fest,
-0.4,1,0.4,Got Cup A Joe coffee drunk amp then late night mini lift wheysted ,
-0.5,1,0.5,had to get drunk bcuz I bought a onesie ,
0.33,1,0.333333333,And were drunk af P but still talking P RealFriendship,
-0.3,0.6,0.3,11182015 80859 PM DRUNK IN PUBLICGOTHARD ST  CENTER AV HB,
-0.5,1,0.5,My man talking about how drunk hes gana be this weekend and I need to put my heart in rice,
0.05,0.77,0.05,I swear these dudes be drunk on the set of UncommonSense Lmao    ,
-0.45,1,0.45,23 Im lebron if he was playing in a game drunk,
-0.2,1,0.2,I need not drink Sober me is always embarrassed my drunk me,
-0.5,0.57,0.495833333,I hate my job my boss is a little bitch and I might as well get drunk ,
-0.3,1,0.304166667,Omg i have im so drunk but im so quiet time m so mad like sigh like i like mp so much but i need  him to be him im not happy im sad ,
0.25,1,0.25,OK BUT LAST TIME HE HOSTED A CLUB HE GOT SO DRUNKHIGH HE FORGOT HUS LYRICS,
0.1,0.8,0.1, Looks like she had a good time Hopefully she didnt get too drunk,
-0.25,1,0.25, everyone was gone and left the on guy was like party at my place we about to get drunk tonight ,
0.15,0.83,0.15,Drunk snapchat story is great,
-0.5,0,0.5, XD dont get me started on my stupid drunk shit,
-0.5,0.8,0.5,do i wanna get drunk  ,
0.17,0.5,0.166666667,I wanna see the good dinosaur  Drunk I feel like that might be fun,
-0.5,0.57,0.5, Uh Juri What are you doing Go home ur drunk ,
-0.5,1,0.5, smoke me out or pills or get me drunk  BITCH its my bday not yours lmfao ,
-0.5,1,0.5,Never in my life have I craved getting drunk But tonight  ,
-0.5,1,0.5,Drunk in luvvvvvvvv,
0.03,1,0.033333333,If you dont like your own Insta posts when youre drunk youre either a liar or have your life together and I envy you if its the latter,
0,1,0,drunk in love by the weeknd is my jam,
-0.5,1,0.5, drunk guys against interracial dating,
-0.25,1,0.25,I could only imagine who youre drunk texting cause its not me ,
-0.25,1,0.25, Only when Im drunk Pero hoy andaba antojado,
-0.13,1,0.125,Bartime poetry Roses are redViolets arent blueI am drunkMaybe they are blue,
0.38,0,0.375,burr Drunk pretty much Love em though,
-0.27,0.8,0.270833333,Im only mean and spiteful when Im drunksooooo basically always,
-0.5,1,0.5,Also Im drunk af,
0.1,0.53,0.1,Im too drunk for the feels in Shameless Why is this show so good,
0,1,0, Like Katie Skadoskeshes the most drunk female Ive ever seen and she hasnt dared to say my name,
-0.5,1,0.5,drunk ln,
0.16,1,0.16,roque13 most likely cant say ofc bc we dont know what the future holds PREECH   drunk asf lol,
-0.5,0.83,0.5,Emmitt can we get drunk this weekend or sumn,
-0.25,1,0.25,im getting drunk on friday regardless of whether or not i find plans i just know that i need to get as trashed as possible,
-0.5,1,0.5,I have a lovehate relationship with being drunk ,
-0.11,1,0.107142857,I should not be drunk right now but I am ,
-0.5,1,0.5,how to torture yourself get drunk and watch Phoebes wedding episode of Friends,
-0.5,1,0.5, the drunk dude who invaded my space and made me want to leave before the show was over why,
-0.05,1,0.05,Phone on do not disturb enjoy my night drunk,
-0.15,1,0.15,Drunk too much you know what Im like,
-0.5,1,0.5,PERSONA YOU ARE DRUNK ,
-0.5,0.6,0.5, drodro and then you trying to make ur sibling catch these hands and your mom trying to split you two up And dad drunk,
-0.5,0.68,0.5,No food bottle of wine V drunk,
-0.5,1,0.5,I feel like if I dont have kids im gonna be the auntie that show up to get togethers with a fur on tryin to get u drunk,
0.05,0.64,0.05,I just want to get drunk with  and cry about our feeling Lmao,
0.05,1,0.05,Good evening I got wine drunk with my mom and then went to go be Makeout Teens in the back row of The Last Witch Hunter with bauer,
-0.45,1,0.45,LETS GET DRUNK N FUCK,
-0.5,0.6,0.5,Did you ever notice people would rather stop speaking to you instead of apologizing when theyre wrong,
-0.49,1,0.494140625,Shit Kinda drunk,
-0.25,1,0.25,I have asked 3 people their opinion about drunk driving and they all gave me the same answer,
-0.25,0.64,0.25,Why are the people outside drunk on a Wednesday night,
-0.5,1,0.5,amp crown  Can you tell I just wanna be drunk,
-0.5,0.75,0.5,I dont understand how people get drunk every night,
-0.39,1,0.388888889,Im so bored Im half tempted to get drunk by myself ,
-0.5,0.83,0.5,donh get drunk at pofessional events,
-0.04,0.6,0.038095238, Im far too drunk right now Hit me up tomorrow,
-0.25,1,0.25,Update drunk man returns a 3rd night Sings of garlic bread,
-0.5,1,0.5,I wonder if she remembers when her mom called me drunk,
-0.5,0,0.5,What day is it Wednesday Yeah I need to get drunk,
0,0.8,0, face under control  HEAVENS GATE OPENED ANGELS SINGING Drunk In Love,
-0.5,0.33,0.5,Omg Im drunk as hell,
-0.18,0.65,0.183333333,no more drunk texting for real,
-0.5,1,0.5,dont txt me when Im drunk,
0.25,0.74,0.25,Bowling while drunk might just be the best thing ever,
-0.5,1,0.5,Cyds sitting here telling me about how you can get drunk af in the Philippines for under a 1umm Im trynna go there ASAP ,
-0.2,0,0.2,I like going through old videos in my phone and listening to how drunk i was,
0.05,0.8,0.05,I girl called and woke me up saying  Im drunk Can I come over   Being a nice guy I say yeah But Im going to bed She says ,
-0.5,0.33,0.5,Might be drunk,
-0.17,0.8,0.17,I just want to get high or drunk,
-0.15,0.85,0.15, GCue502  I drunk alcohol for 24 hours straight on my birthday Im still hungover ,
-0.65,1,0.65, i hate when people drunk text me,
-0.17,0.74,0.175,Mexican drunk speeches are just repeating the same shit over and over,
-0.18,0.7,0.175,What were the 2 rowbits names again The old beat up one was Bob whats the other ones name BlackHoleTrivia Drunk,
-0.55,1,0.55,That awkward moment when youre drunk af trying to order a pizza online and you wake up owning a Papa Johns franchise,
-0.15,1,0.15,It would be cool to not be the DD for once because I have honestly never been drunk before,
0.5,1,0.5,Love when i get to here and Falls Wanderer  and teague  are drinking and just about all drunk love my bitches,
